,source,start,end,duration,value,unit,sub_children
18,Noah’s Apple Watch,2024-01-26 13:53:11 -0400,2024-01-26 13:57:59 -0400,-1 days +23:55:12,0.995088,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:242FAA46-D158-4C08-A014-2AB152DE3126:727984391.86715:727984679.75346:57'}]"
19,Noah’s Apple Watch,2024-02-13 22:13:55 -0400,2024-02-13 22:24:06 -0400,-1 days +23:49:49,1.22445,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:F239B0F9-758A-46CD-9250-0E77D0A528F9:729569635.10675:729570246.86995:119'}]"
20,Noah’s Apple Watch,2024-02-13 22:24:12 -0400,2024-02-13 22:27:32 -0400,-1 days +23:56:40,1.34975,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:F239B0F9-758A-46CD-9250-0E77D0A528F9:729570252.01006:729570452.47007:40'}]"
21,Noah’s Apple Watch,2024-02-17 11:46:49 -0400,2024-02-17 11:55:49 -0400,-1 days +23:51:00,1.20727,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:FBDAC2AD-7E01-40EE-99C5-D46E0F1E0E86:729877609.57408:729878149.45498:99'}]"
22,Noah’s Apple Watch,2024-06-18 21:48:06 -0400,2024-06-18 21:48:06 -0400,0 days 00:00:00,1.19,m,[]
23,Noah’s Apple Watch,2024-06-18 21:48:11 -0400,2024-06-18 21:48:11 -0400,0 days 00:00:00,1.09,m,[]
24,Noah’s Apple Watch,2024-06-18 21:48:16 -0400,2024-06-18 21:48:16 -0400,0 days 00:00:00,1.04,m,[]
25,Noah’s Apple Watch,2024-06-18 21:48:22 -0400,2024-06-18 21:48:22 -0400,0 days 00:00:00,1.06,m,[]
26,Noah’s Apple Watch,2024-06-18 21:48:27 -0400,2024-06-18 21:48:27 -0400,0 days 00:00:00,1.04,m,[]
27,Noah’s Apple Watch,2024-06-18 21:48:32 -0400,2024-06-18 21:48:32 -0400,0 days 00:00:00,1.02,m,[]
28,Noah’s Apple Watch,2024-06-18 21:48:37 -0400,2024-06-18 21:48:37 -0400,0 days 00:00:00,1.01,m,[]
29,Noah’s Apple Watch,2024-06-18 21:48:42 -0400,2024-06-18 21:48:42 -0400,0 days 00:00:00,0.97,m,[]
30,Noah’s Apple Watch,2024-06-18 21:48:47 -0400,2024-06-18 21:48:47 -0400,0 days 00:00:00,1.01,m,[]
31,Noah’s Apple Watch,2024-06-18 21:48:52 -0400,2024-06-18 21:48:52 -0400,0 days 00:00:00,1,m,[]
32,Noah’s Apple Watch,2024-06-18 21:48:58 -0400,2024-06-18 21:48:58 -0400,0 days 00:00:00,1.01,m,[]
33,Noah’s Apple Watch,2024-06-18 21:49:03 -0400,2024-06-18 21:49:03 -0400,0 days 00:00:00,0.95,m,[]
34,Noah’s Apple Watch,2024-06-18 21:49:08 -0400,2024-06-18 21:49:08 -0400,0 days 00:00:00,1.01,m,[]
35,Noah’s Apple Watch,2024-06-18 21:49:13 -0400,2024-06-18 21:49:13 -0400,0 days 00:00:00,1.01,m,[]
36,Noah’s Apple Watch,2024-06-18 21:49:18 -0400,2024-06-18 21:49:18 -0400,0 days 00:00:00,1,m,[]
37,Noah’s Apple Watch,2024-06-18 21:49:23 -0400,2024-06-18 21:49:23 -0400,0 days 00:00:00,0.94,m,[]
38,Noah’s Apple Watch,2024-06-18 21:49:28 -0400,2024-06-18 21:49:28 -0400,0 days 00:00:00,0.92,m,[]
39,Noah’s Apple Watch,2024-06-18 21:49:34 -0400,2024-06-18 21:49:34 -0400,0 days 00:00:00,1.05,m,[]
40,Noah’s Apple Watch,2024-06-18 21:49:39 -0400,2024-06-18 21:49:39 -0400,0 days 00:00:00,0.99,m,[]
41,Noah’s Apple Watch,2024-06-18 21:49:44 -0400,2024-06-18 21:49:44 -0400,0 days 00:00:00,0.92,m,[]
42,Noah’s Apple Watch,2024-06-18 21:49:49 -0400,2024-06-18 21:49:49 -0400,0 days 00:00:00,0.89,m,[]
43,Noah’s Apple Watch,2024-06-18 21:49:54 -0400,2024-06-18 21:49:54 -0400,0 days 00:00:00,0.88,m,[]
44,Noah’s Apple Watch,2024-06-18 21:49:59 -0400,2024-06-18 21:49:59 -0400,0 days 00:00:00,0.86,m,[]
45,Noah’s Apple Watch,2024-06-18 21:50:04 -0400,2024-06-18 21:50:04 -0400,0 days 00:00:00,0.89,m,[]
46,Noah’s Apple Watch,2024-06-18 21:50:10 -0400,2024-06-18 21:50:10 -0400,0 days 00:00:00,0.91,m,[]
47,Noah’s Apple Watch,2024-06-18 21:50:15 -0400,2024-06-18 21:50:15 -0400,0 days 00:00:00,0.89,m,[]
48,Noah’s Apple Watch,2024-06-18 21:50:20 -0400,2024-06-18 21:50:20 -0400,0 days 00:00:00,0.9,m,[]
49,Noah’s Apple Watch,2024-06-18 21:50:25 -0400,2024-06-18 21:50:25 -0400,0 days 00:00:00,0.89,m,[]
50,Noah’s Apple Watch,2024-06-18 21:50:30 -0400,2024-06-18 21:50:30 -0400,0 days 00:00:00,0.89,m,[]
