,source,start,end,duration,value,unit,sub_children
0,Noah’s Apple Watch,2023-07-30 21:16:11 -0400,2023-07-30 21:30:48 -0400,-1 days +23:45:23,1.08546,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:F985215A-6E6D-49EC-8894-478D6A9EB10C:712458971.86799:712459848.64714:119'}]"
1,Noah’s Apple Watch,2023-07-30 21:30:53 -0400,2023-07-30 21:35:00 -0400,-1 days +23:55:53,1.04233,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:F985215A-6E6D-49EC-8894-478D6A9EB10C:712459853.78932:712460100.61242:43'}]"
2,Noah’s Apple Watch,2023-08-07 20:29:34 -0400,2023-08-07 20:39:46 -0400,-1 days +23:49:48,1.09336,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:3D3E1CF3-B67F-43C7-843C-C316990C5D2A:713147374.19370:713147986.08955:119'}]"
3,Noah’s Apple Watch,2023-08-07 20:39:51 -0400,2023-08-07 20:50:49 -0400,-1 days +23:49:02,1.11127,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:3D3E1CF3-B67F-43C7-843C-C316990C5D2A:713147991.23124:713148649.36843:118'}]"
4,Noah’s Apple Watch,2023-08-14 18:01:32 -0400,2023-08-14 18:14:41 -0400,-1 days +23:46:51,1.04042,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:9B04050E-7AB3-4D2A-B28E-B31EEA59C182:713743292.03850:713744081.35359:119'}]"
5,Noah’s Apple Watch,2023-08-14 18:14:46 -0400,2023-08-14 18:25:36 -0400,-1 days +23:49:10,1.05378,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:9B04050E-7AB3-4D2A-B28E-B31EEA59C182:713744086.49557:713744736.95470:119'}]"
6,Noah’s Apple Watch,2023-08-14 18:25:42 -0400,2023-08-14 18:30:09 -0400,-1 days +23:55:33,1.03115,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:9B04050E-7AB3-4D2A-B28E-B31EEA59C182:713744742.09645:713745009.46797:52'}]"
7,Noah’s Apple Watch,2023-08-20 18:28:38 -0400,2023-08-20 18:35:39 -0400,-1 days +23:52:59,1.05973,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:1FC282A0-2F9D-43E8-8893-52DEB1D27AA1:714263318.04791:714263739.69070:75'}]"
8,Noah’s Apple Watch,2023-09-20 22:38:11 -0400,2023-09-20 22:56:18 -0400,-1 days +23:41:53,1.01731,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:59F56A9F-0636-435E-9AAA-81150F125AB9:716956691.30154:716957778.83487:119'}]"
9,Noah’s Apple Watch,2023-09-20 22:56:39 -0400,2023-09-20 22:59:59 -0400,-1 days +23:56:40,1.00095,m,"[{'key': 'HKMetadataKeySyncVersion', 'value': '1'}, {'key': 'HKMetadataKeySyncIdentifier', 'value': '3:59F56A9F-0636-435E-9AAA-81150F125AB9:716957799.40345:716957999.94457:21'}]"
